Ave_close,Ave_open,CostPercentOfTxVol,DATE,Franc_Can_Conversion_rate,Franc_Can_Reciprocal_rate,Franc_EUR_Conversion_rate,Franc_Euro_Reciprocal_rate,Franc_GBP_Conversion_rate,Franc_GBP_Reciprocal_rate,Franc_USD_Conversion_rate,Franc_USD_Reciprocal_rate,should_have_bought
6.359833333,6.263563333,3.360258279,6/27/2012,1.0636,0.9402,0.8325,1.2012,0.6669,1.4994,1.037,0.9644,TRUE
6.562666667,6.372956667,2.916589369,6/28/2012,1.0693,0.9352,0.8324,1.2013,0.6676,1.4979,1.0348,0.9663,FALSE
6.521626667,6.562633333,4.735060349,6/29/2012,1.0745,0.9307,0.8323,1.2015,0.6722,1.4876,1.0544,0.9484,FALSE
6.582993333,6.630326667,5.566777334,7/2/2012,1.096335838,0.913507514,0.82072948,1.218603854,0.681853757,1.467274566,1.078,0.928243353,TRUE
6.66333,6.583366667,2.596006855,7/3/2012,1.0635,0.9403,0.8325,1.2012,0.6691,1.4946,1.0506,0.9519,FALSE
6.429643333,6.66666,3.46275943,7/4/2012,1.0559,0.9471,0.8323,1.2014,0.6685,1.4959,1.0426,0.9592,TRUE
6.4497,6.429646667,3.764384783,7/5/2012,1.0448,0.9571,0.8328,1.2008,0.6641,1.5058,1.0313,0.9697,TRUE
6.601666667,6.473333333,3.894174038,7/6/2012,1.0431,0.9587,0.8327,1.2009,0.6607,1.5135,1.0227,0.9778,FALSE
6.723993333,6.76069,4.434960272,7/9/2012,1.0458,0.9562,0.8327,1.2009,0.6604,1.5142,1.0241,0.9765,TRUE
6.853833333,6.735833333,3.125473337,7/10/2012,1.0413,0.9603,0.8328,1.2008,0.6583,1.5192,1.0206,0.9798,TRUE
7.0933,6.857166667,3.31315137,7/11/2012,1.0395,0.962,0.8327,1.2009,0.6565,1.5232,1.0196,0.9808,TRUE
7.103,7.093233333,3.129304704,7/12/2012,1.0377,0.9637,0.8331,1.2003,0.6586,1.5183,1.016,0.9843,TRUE
7.61779,7.090333333,2.540497627,7/13/2012,1.0339,0.9672,0.8326,1.201,0.655,1.5266,1.0185,0.9818,TRUE
7.53367,7.52737,3.702634263,7/16/2012,1.0373,0.964,0.8326,1.2011,0.6533,1.5308,1.0213,0.9792,TRUE
8.2932,7.544256667,2.155314273,7/17/2012,1.0329,0.9681,0.8326,1.2011,0.6524,1.5328,1.0185,0.9818,TRUE
8.600003333,8.293333333,2.580607607,7/18/2012,1.0323,0.9687,0.8326,1.201,0.653,1.5314,1.0209,0.9796,TRUE
9.003256667,8.633006667,3.886695522,7/19/2012,1.0286,0.9722,0.8328,1.2008,0.6494,1.5399,1.0207,0.9797,FALSE
8.88933,9.023256667,2.805403057,7/20/2012,1.0254,0.9752,0.8326,1.201,0.6487,1.5415,1.0138,0.9863,FALSE
8.309866667,8.69947,3.768019696,7/23/2012,1.0271,0.9736,0.8327,1.2009,0.651,1.5362,1.0097,0.9904,TRUE
8.507883333,8.432033333,3.560016684,7/24/2012,1.0253,0.9753,0.8328,1.2008,0.6472,1.5452,1.0044,0.9956,TRUE
8.548333333,8.479866667,3.965457147,7/25/2012,1.0284,0.9724,0.8326,1.201,0.6526,1.5323,1.0101,0.99,TRUE
8.650333333,8.529666667,3.71082307,7/26/2012,1.0328,0.9682,0.8326,1.201,0.6521,1.5336,1.0225,0.978,TRUE
8.783,8.650333333,5.066314437,7/27/2012,1.0362,0.9651,0.8328,1.2007,0.655,1.5267,1.03,0.9709,FALSE
8.668423333,8.76403,5.956712528,7/30/2012,1.0229,0.9776,0.8323,1.2015,0.6497,1.5393,1.0195,0.9808,TRUE
8.983333333,8.663756667,2.195071109,7/31/2012,1.0267,0.974,0.8326,1.201,0.6537,1.5299,1.0253,0.9754,TRUE
10.39,9.464796667,3.254401053,8/3/2012,1.0297,0.9712,0.8323,1.2015,0.659,1.5175,1.0311,0.9698,FALSE
10.63966,10.83199333,3.954563873,8/6/2012,1.096335838,0.913507514,0.82072948,1.218603854,0.681853757,1.467274566,1.078,0.928243353,TRUE
10.79339,10.63962333,3.901103242,8/7/2012,1.0302,0.9707,0.8324,1.2014,0.6604,1.5143,1.0339,0.9672,TRUE
10.86266667,10.78566667,4.290213002,8/8/2012,1.0239,0.9767,0.8326,1.2011,0.6574,1.521,1.0294,0.9715,TRUE
10.95376667,10.86267,3.317616197,8/9/2012,1.0146,0.9856,0.8327,1.201,0.6545,1.5279,1.0224,0.9781,TRUE
11.02036667,10.97156667,3.832786358,8/10/2012,1.0155,0.9847,0.8327,1.2009,0.6532,1.5309,1.0241,0.9765,TRUE
11.50799667,11.39706667,4.305878128,8/13/2012,1.0206,0.9798,0.8327,1.201,0.655,1.5267,1.0275,0.9733,TRUE
11.89249667,11.50596667,3.375568937,8/14/2012,1.0176,0.9827,0.8325,1.2012,0.6542,1.5287,1.0264,0.9743,TRUE
12.15966667,11.87916333,4.849290737,8/15/2012,1.012,0.9881,0.8327,1.2009,0.6523,1.533,1.0232,0.9774,TRUE
13.12,12.11966667,3.811647433,8/16/2012,1.0166,0.9837,0.8327,1.201,0.6538,1.5296,1.0288,0.972,TRUE
13.406,13.19633,3.308675762,8/17/2012,1.0136,0.9866,0.8327,1.2009,0.6533,1.5306,1.0254,0.9752,FALSE
7.97,11.58011667,1.401309296,8/20/2012,1.0165,0.9838,0.8328,1.2008,0.6544,1.5281,1.0278,0.9729,TRUE
9.95,7.979996667,2.969757082,8/21/2012,1.0244,0.9762,0.8328,1.2008,0.6578,1.5201,1.0385,0.9629,TRUE
9.986673333,9.85,2.050714563,8/22/2012,1.0312,0.9697,0.8328,1.2008,0.6574,1.5212,1.0386,0.9629,FALSE
9.86293,9.918343333,3.19502156,8/23/2012,1.0403,0.9613,0.8328,1.2007,0.6597,1.5158,1.0478,0.9543,TRUE
9.976656667,9.834,3.607475815,8/24/2012,1.0353,0.9659,0.8327,1.2009,0.66,1.5152,1.0436,0.9582,FALSE
10.492,10.56366667,2.703966513,8/27/2012,1.0307,0.9702,0.8326,1.201,0.6595,1.5163,1.042,0.9597,TRUE
10.87666667,10.48533333,3.302351122,8/28/2012,1.0319,0.9691,0.8326,1.201,0.661,1.5129,1.0461,0.9559,TRUE
10.914,10.95333333,3.410192925,8/29/2012,1.0309,0.97,0.8326,1.201,0.6591,1.5172,1.0439,0.9579,FALSE
10.79896667,10.91,3.469277803,8/30/2012,1.0329,0.9681,0.8326,1.201,0.6589,1.5177,1.0406,0.961,FALSE
10.75066333,10.75535,1.889084323,8/31/2012,1.0331,0.968,0.8328,1.2008,0.6603,1.5144,1.0475,0.9547,TRUE
10.19203333,10.023,5.229384767,9/3/2012,1.096335838,0.913507514,0.82072948,1.218603854,0.681853757,1.467274566,1.078,0.928243353,TRUE
10.50266667,10.168,2.708349141,9/4/2012,1.032,0.969,0.8327,1.201,0.6586,1.5184,1.0463,0.9557,FALSE
10.34523667,10.40366667,4.234464353,9/5/2012,1.0371,0.9642,0.8311,1.2033,0.6584,1.5188,1.0474,0.9548,TRUE
10.93657,10.31290333,3.211306283,9/6/2012,1.0301,0.9708,0.8303,1.2044,0.6584,1.5188,1.0484,0.9538,TRUE
11.093,10.89333333,4.477545022,9/7/2012,1.0344,0.9667,0.8268,1.2095,0.6606,1.5138,1.0579,0.9453,TRUE
11.02533333,11.00966667,1.723478517,9/10/2012,1.0343,0.9668,0.8281,1.2076,0.6619,1.5109,1.0595,0.9438,FALSE
11.025,10.95633333,2.630430219,9/11/2012,1.0358,0.9654,0.8284,1.2072,0.6629,1.5086,1.0652,0.9388,TRUE
11.12693667,11.0187,2.715899712,9/12/2012,1.0406,0.961,0.8272,1.2089,0.662,1.5106,1.0665,0.9376,TRUE
11.26029667,11.12727,2.792724482,9/13/2012,1.0381,0.9633,0.8244,1.213,0.6601,1.5149,1.0644,0.9395,TRUE
11.29966667,11.22484667,3.853091271,9/14/2012,1.0496,0.9527,0.8226,1.2157,0.6654,1.5028,1.0809,0.9251,TRUE
11.757,11.62666667,3.90294748,9/17/2012,1.0493,0.953,0.8223,1.216,0.6636,1.5069,1.0792,0.9266,TRUE
11.79666667,11.77333333,3.053954347,9/18/2012,1.0489,0.9534,0.8249,1.2122,0.6626,1.5092,1.0767,0.9288,TRUE
12.038,11.8015,3.147271305,9/19/2012,1.0519,0.9507,0.8258,1.211,0.6655,1.5026,1.0794,0.9264,TRUE
12.41483333,12.0765,2.900123555,9/20/2012,1.0468,0.9553,0.8272,1.2089,0.6613,1.5122,1.071,0.9337,FALSE
12.31203333,12.47666667,1.555339802,9/21/2012,1.0458,0.9562,0.8253,1.2116,0.6598,1.5157,1.0722,0.9327,FALSE
12.03443667,12.10893667,3.165242982,9/24/2012,1.0453,0.9567,0.8263,1.2103,0.6584,1.5188,1.0665,0.9376,FALSE
11.92833333,12.03966667,3.054084278,9/25/2012,1.045,0.9569,0.8263,1.2102,0.659,1.5175,1.0696,0.9349,TRUE
11.93233333,11.93366667,3.158034162,9/26/2012,1.0469,0.9552,0.8276,1.2083,0.6591,1.5172,1.0637,0.9401,TRUE
12.167,11.944,3.043086185,9/27/2012,1.0453,0.9567,0.8273,1.2087,0.6568,1.5224,1.0651,0.9389,TRUE
12.23563,12.20033333,3.587587381,9/28/2012,1.0465,0.9556,0.8275,1.2084,0.6595,1.5164,1.0638,0.94,FALSE
12.26,12.24466667,3.940889849,10/1/2012,1.048,0.9542,0.8268,1.2095,0.6607,1.5135,1.0664,0.9377,FALSE
12.16433333,12.22,2.509044933,10/2/2012,1.052,0.9506,0.8265,1.21,0.6613,1.5121,1.0703,0.9343,TRUE
12.59333333,12.1943,2.710285468,10/3/2012,1.052,0.9506,0.8257,1.2111,0.663,1.5083,1.0659,0.9382,TRUE
12.78,12.57866667,2.686899975,10/4/2012,1.0541,0.9487,0.8255,1.2114,0.664,1.5061,1.0732,0.9318,FALSE
12.67333333,12.77750333,2.767330427,10/5/2012,1.0515,0.951,0.8248,1.2125,0.665,1.5037,1.077,0.9285,FALSE
11.77046667,12.42766667,3.776554639,10/8/2012,1.096335838,0.913507514,0.82072948,1.218603854,0.681853757,1.467274566,1.078,0.928243353,FALSE
11.69903,11.85667,3.550531906,10/9/2012,1.0412,0.9604,0.8263,1.2102,0.6654,1.5028,1.0638,0.9401,TRUE
11.95133333,11.67636667,3.686699408,10/10/2012,1.0418,0.9599,0.826,1.2107,0.665,1.5036,1.0645,0.9394,TRUE
12.08866667,11.914,3.268665542,10/11/2012,1.0461,0.9559,0.8268,1.2094,0.667,1.4992,1.0694,0.9351,FALSE
11.99366667,12.045,3.544443499,10/12/2012,1.0498,0.9526,0.8276,1.2083,0.6665,1.5004,1.0713,0.9334,FALSE
11.70163333,11.78100333,4.488658274,10/15/2012,1.0484,0.9538,0.8275,1.2084,0.6669,1.4995,1.0715,0.9332,FALSE
11.68335667,11.63873667,3.349682464,10/16/2012,1.0625,0.9412,0.8272,1.2089,0.6697,1.4932,1.0782,0.9274,TRUE
11.83996667,11.71935667,3.205671393,10/17/2012,1.0628,0.9409,0.8261,1.2105,0.6712,1.4899,1.0849,0.9217,FALSE
11.76473333,11.78753667,3.451275242,10/18/2012,1.0633,0.9405,0.8271,1.2091,0.6717,1.4888,1.0841,0.9224,TRUE
11.78192333,11.78033333,3.783041539,10/19/2012,1.0696,0.9349,0.827,1.2091,0.673,1.4859,1.0769,0.9286,FALSE
11.47269,11.60663667,3.960454397,10/22/2012,1.0727,0.9322,0.8264,1.2101,0.6735,1.4849,1.0794,0.9264,FALSE
11.46337333,11.52036,2.514694526,10/23/2012,1.0649,0.9391,0.8265,1.21,0.6729,1.4861,1.072,0.9329,TRUE
11.57467,11.46638,2.444164545,10/24/2012,1.0645,0.9394,0.8267,1.2096,0.6683,1.4963,1.0703,0.9343,FALSE
11.48333,11.49600333,2.152618646,10/25/2012,1.0649,0.9391,0.8267,1.2097,0.6645,1.5049,1.0711,0.9336,FALSE
10.54819333,11.48533,3.395132018,10/26/2012,1.0686,0.9358,0.8268,1.2094,0.6645,1.5049,1.0697,0.9349,TRUE
10.52866,10.20243333,5.096205509,10/29/2012,1.0681,0.9362,0.8273,1.2087,0.6663,1.5009,1.0677,0.9366,TRUE
10.61366333,10.57166,2.455511328,10/30/2012,1.0735,0.9315,0.8276,1.2083,0.6679,1.4973,1.0741,0.931,TRUE
10.72584333,10.59666667,2.67828699,10/31/2012,1.0735,0.9315,0.8288,1.2066,0.6666,1.5001,1.0739,0.9312,TRUE
11.07766667,10.757,2.46882776,11/1/2012,1.0693,0.9352,0.8287,1.2067,0.6643,1.5054,1.0722,0.9327,FALSE
10.706,11.03421,3.091666009,11/2/2012,1.0605,0.943,0.8285,1.207,0.6636,1.5069,1.0643,0.9396,TRUE
10.59703667,10.55583333,4.238106633,11/5/2012,1.0562,0.9468,0.8287,1.2067,0.6634,1.5073,1.0599,0.9435,TRUE
10.675,10.60303667,3.39122753,11/6/2012,1.0544,0.9484,0.8279,1.2079,0.6639,1.5063,1.0612,0.9423,TRUE
10.76399667,10.675,3.768579445,11/7/2012,1.0547,0.9481,0.829,1.2063,0.6621,1.5103,1.0577,0.9455,TRUE
10.82500333,10.74532667,3.671332368,11/8/2012,1.0546,0.9482,0.829,1.2063,0.661,1.5129,1.0561,0.9469,FALSE
10.762,10.77303667,3.851741193,11/9/2012,1.0551,0.9478,0.8294,1.2058,0.6627,1.5091,1.0545,0.9483,FALSE
10.7359,10.78999667,5.007498843,11/12/2012,1.096335838,0.913507514,0.82072948,1.218603854,0.681853757,1.467274566,1.078,0.928243353,TRUE
10.87600333,10.71367,5.272061159,11/13/2012,1.0578,0.9454,0.8306,1.204,0.6649,1.504,1.0561,0.9469,FALSE
10.8294,10.88600333,5.214632476,11/14/2012,1.06,0.9434,0.8306,1.204,0.6677,1.4977,1.0581,0.9451,TRUE
10.88666667,10.85666667,3.455673203,11/15/2012,1.0643,0.9396,0.8306,1.204,0.6692,1.4943,1.0616,0.9419,TRUE
11.03257,10.88649333,2.006585654,11/16/2012,1.0586,0.9446,0.8303,1.2044,0.6654,1.5028,1.0556,0.9473,FALSE
11.57653667,11.62893,2.362870584,11/19/2012,1.0596,0.9438,0.8304,1.2042,0.6685,1.4959,1.0634,0.9404,TRUE
11.67996667,11.57822667,4.228482809,11/20/2012,1.0604,0.943,0.8301,1.2047,0.6678,1.4974,1.0636,0.9402,FALSE
11.66193667,11.62792,4.277321946,11/21/2012,1.0622,0.9414,0.8304,1.2042,0.6679,1.4972,1.0643,0.9396,TRUE
11.68333,11.64833333,3.877758527,11/22/2012,1.0659,0.9382,0.8302,1.2045,0.6709,1.4906,1.0687,0.9357,TRUE
12.11063667,11.67992667,4.779958875,11/23/2012,1.0679,0.9364,0.8301,1.2046,0.6711,1.4901,1.0758,0.9296,TRUE
12.34836667,12.28417667,8.917889699,11/26/2012,1.0717,0.9331,0.8308,1.2037,0.6727,1.4866,1.0772,0.9283,FALSE
12.11415333,12.39570333,0,11/27/2012,1.0667,0.9375,0.8297,1.2053,0.6699,1.4928,1.0736,0.9315,FALSE
12.09,12.11182,3.667360306,11/28/2012,1.0661,0.938,0.8309,1.2035,0.6713,1.4897,1.0737,0.9313,TRUE
12.21256333,12.05666667,2.073592381,11/29/2012,1.0684,0.936,0.8306,1.2039,0.6714,1.4894,1.0759,0.9294,TRUE
12.32333333,12.19822667,1.938633271,11/30/2012,1.0719,0.9329,0.8296,1.2054,0.6734,1.4849,1.0792,0.9266,FALSE
12.38734667,12.43738667,1.918186245,12/3/2012,1.0735,0.9315,0.8276,1.2084,0.6715,1.4892,1.0813,0.9248,TRUE
12.53966333,12.40134,1.283398071,12/4/2012,1.0706,0.9341,0.8244,1.213,0.67,1.4924,1.0785,0.9272,TRUE
13.05033333,12.48001333,1.288042634,12/5/2012,1.07,0.9346,0.8255,1.2114,0.6705,1.4915,1.0795,0.9264,TRUE
13.22766667,13.137,1.646836742,12/6/2012,1.0622,0.9414,0.8266,1.2098,0.6672,1.4988,1.0718,0.933,TRUE
13.31766333,13.19867,1.447850469,12/7/2012,1.0597,0.9437,0.828,1.2078,0.6684,1.4961,1.0715,0.9333,FALSE
13.256,13.29068333,1.864117868,12/10/2012,1.058,0.9452,0.8289,1.2064,0.667,1.4992,1.0717,0.9331,TRUE
13.32778333,13.25933333,1.265803472,12/11/2012,1.0572,0.9459,0.8247,1.2125,0.6654,1.5028,1.0715,0.9333,TRUE
13.5463,13.45733333,1.015494345,12/13/2012,1.0653,0.9387,0.8273,1.2088,0.6707,1.4909,1.0819,0.9243,FALSE
13.53903333,13.53,1.100211277,12/14/2012,1.0721,0.9327,0.8279,1.2079,0.6738,1.4842,1.0873,0.9197,FALSE
13.35634,13.40670667,1.57817947,12/17/2012,1.0726,0.9323,0.8277,1.2082,0.6727,1.4866,1.0899,0.9175,FALSE
13.23468333,13.302,1.287533399,12/18/2012,1.0791,0.9267,0.8282,1.2075,0.6737,1.4843,1.0951,0.9132,FALSE
13.14299667,13.20635,1.528089561,12/19/2012,1.0814,0.9247,0.8272,1.2089,0.6738,1.4842,1.0959,0.9125,TRUE
13.35633333,13.17599667,1.650754355,12/20/2012,1.0825,0.9238,0.8282,1.2075,0.6733,1.4852,1.0953,0.913,TRUE
13.36333667,13.28766667,1.44957708,12/21/2012,1.0838,0.9227,0.828,1.2078,0.6743,1.483,1.0901,0.9173,FALSE
13.17367333,13.28940333,1.74320909,12/24/2012,1.082,0.9242,0.8282,1.2074,0.6774,1.4762,1.0915,0.9162,TRUE
13.24667,13.18393333,2.783584026,12/25/2012,1.096335838,0.913507514,0.82072948,1.218603854,0.681853757,1.467274566,1.078,0.928243353,FALSE
13.23333667,13.25993333,2.970015136,12/26/2012,1.096335838,0.913507514,0.82072948,1.218603854,0.681853757,1.467274566,1.078,0.928243353,TRUE
13.25062,13.19667,2.603125575,12/27/2012,1.0886,0.9186,0.8272,1.2089,0.6794,1.4719,1.0942,0.9139,FALSE
13.23724667,13.24910667,2.546388989,12/28/2012,1.0902,0.9173,0.8286,1.2068,0.678,1.4749,1.0955,0.9129,TRUE
13.27900333,13.23399,2.320036164,12/31/2012,1.0867,0.9202,0.8284,1.2071,0.6717,1.4887,1.0923,0.9155,TRUE
13.34467,13.27970667,3.488376914,1/1/2013,1.096335838,0.913507514,0.82072948,1.218603854,0.681853757,1.467274566,1.078,0.928243353,FALSE
13.24171,13.34400333,1.644713924,1/2/2013,1.0755,0.9298,0.8267,1.2096,0.6711,1.49,1.0909,0.9167,FALSE
13.19533,13.22591333,2.554644521,1/3/2013,1.0685,0.9359,0.8272,1.2089,0.6715,1.4893,1.0844,0.9221,TRUE
13.26528667,13.19635333,1.657968045,1/4/2013,1.064,0.9398,0.8274,1.2086,0.6732,1.4854,1.0795,0.9263,TRUE
13.26663333,13.22428,2.519538529,1/7/2013,1.0687,0.9357,0.8274,1.2086,0.6741,1.4835,1.0839,0.9226,TRUE
13.35118333,13.23531333,1.528511191,1/8/2013,1.0673,0.9369,0.8273,1.2088,0.674,1.4837,1.081,0.925,TRUE
13.58725,13.34892,1.302468996,1/9/2013,1.0672,0.937,0.8272,1.209,0.6748,1.4819,1.0815,0.9247,TRUE
13.65800333,13.62934667,1.664974389,1/10/2013,1.0762,0.9292,0.8257,1.2111,0.6769,1.4772,1.0915,0.9162,TRUE
14.02633,13.66767,1.445406027,1/11/2013,1.079,0.9268,0.8212,1.2178,0.6798,1.471,1.0964,0.912,FALSE
13.89233667,14.03299667,2.168293954,1/14/2013,1.0724,0.9325,0.8153,1.2266,0.6779,1.4751,1.0898,0.9176,TRUE
14.16333333,13.921,1.352937423,1/15/2013,1.0606,0.9429,0.808,1.2376,0.67,1.4925,1.078,0.9277,FALSE
14.12901,14.15,1.306587481,1/16/2013,1.0576,0.9455,0.807,1.2391,0.6707,1.4909,1.0737,0.9314,TRUE
14.55233333,14.15,1.148086386,1/17/2013,1.0558,0.9471,0.8023,1.2464,0.6701,1.4922,1.0716,0.9332,TRUE
15.39367,14.55,1.243969771,1/18/2013,1.0629,0.9408,0.8041,1.2437,0.6738,1.4841,1.0696,0.9349,TRUE
15.52666667,15.46133333,1.922774821,1/21/2013,1.0654,0.9386,0.8056,1.2413,0.6779,1.4752,1.0726,0.9323,TRUE
16.50666667,15.587,1.227480626,1/22/2013,1.0706,0.9341,0.8101,1.2344,0.6795,1.4717,1.0777,0.9279,TRUE
17.24780667,16.51,1.131178372,1/23/2013,1.0744,0.9308,0.8085,1.2368,0.6789,1.4729,1.0759,0.9294,TRUE
17.36568,17.23647333,1.150806102,1/24/2013,1.0793,0.9265,0.8047,1.2427,0.6818,1.4666,1.0765,0.9289,FALSE
16.95965333,17.40399667,1.308765254,1/25/2013,1.0892,0.9181,0.8032,1.245,0.6841,1.4618,1.0808,0.9253,TRUE
17.62333333,17.516,1.821515917,1/28/2013,1.0859,0.9209,0.8013,1.2479,0.6876,1.4544,1.0785,0.9272,TRUE
18.51533667,17.56307,1.015914246,1/29/2013,1.088,0.9191,0.8046,1.2429,0.6888,1.4517,1.0849,0.9218,TRUE
19.24583,18.543,1.239906549,1/30/2013,1.0996,0.9094,0.808,1.2376,0.694,1.4409,1.096,0.9124,TRUE
19.44448,19.28299667,1.301750164,1/31/2013,1.0988,0.9101,0.8095,1.2353,0.6936,1.4418,1.0997,0.9094,TRUE
20.31967,19.49533667,1.05513058,2/1/2013,1.1058,0.9043,0.8087,1.2365,0.7033,1.4219,1.1072,0.9031,TRUE
20.42666667,19.69966667,2.381397831,2/4/2013,1.0978,0.9109,0.8135,1.2293,0.6992,1.4301,1.1003,0.9088,FALSE
20.27868333,20.42699667,1.644629999,2/5/2013,1.0978,0.9109,0.8113,1.2326,0.7034,1.4217,1.1009,0.9084,TRUE
20.40733667,20.27635333,1.377461381,2/6/2013,1.0944,0.9137,0.8123,1.2311,0.7019,1.4246,1.0988,0.9101,TRUE
20.953,20.47333,1.389831362,2/7/2013,1.089,0.9183,0.8144,1.2279,0.6936,1.4417,1.0898,0.9176,TRUE
21.85033333,20.92207,1.679638033,2/8/2013,1.0911,0.9165,0.8147,1.2274,0.6887,1.4521,1.0889,0.9183,TRUE
23.63058333,23.52,2.42865737,2/11/2013,1.0955,0.9128,0.8115,1.2323,0.6947,1.4394,1.0884,0.9188,TRUE
24.27733333,23.67525,1.425150207,2/12/2013,1.0933,0.9147,0.8105,1.2339,0.6965,1.4358,1.0901,0.9173,TRUE
24.94258333,24.11717,1.018554324,2/13/2013,1.0911,0.9165,0.8098,1.2349,0.7006,1.4274,1.0889,0.9183,FALSE
24.77833333,24.90266667,1.59258115,2/14/2013,1.0841,0.9224,0.8124,1.2309,0.6988,1.431,1.0832,0.9232,TRUE
131.90148,127.4667033,4.388225068,4/29/2013,1.0817,0.9245,0.8151,1.2268,0.6886,1.4523,1.067,0.9372,TRUE
140.8366367,131.73,0.885543882,4/30/2013,1.0831,0.9233,0.8165,1.2247,0.692,1.4451,1.0754,0.9299,FALSE
137.6453,140.74,1.346943084,5/1/2013,1.0878,0.9193,0.8177,1.2229,0.6925,1.444,1.0787,0.927,FALSE
115.9896633,137.3700133,1.209989387,5/2/2013,1.0786,0.9271,0.8187,1.2214,0.6893,1.4507,1.0697,0.9348,FALSE
106.6193333,116.14333,1.002168602,5/3/2013,1.0791,0.9267,0.8166,1.2246,0.688,1.4534,1.0706,0.934,TRUE
115.9956667,112.4266667,1.853881602,5/6/2013,1.0725,0.9324,0.8147,1.2274,0.6851,1.4596,1.0645,0.9394,FALSE
111.9863333,115.9490667,0.97764155,5/7/2013,1.0689,0.9355,0.8127,1.2305,0.6875,1.4545,1.0634,0.9404,FALSE
109.8541733,111.905,1.269923879,5/8/2013,1.072,0.9328,0.8117,1.232,0.6873,1.455,1.0695,0.935,TRUE
111.8696667,110.18591,2.533352133,5/9/2013,1.0659,0.9382,0.8112,1.2328,0.6858,1.4582,1.063,0.9407,FALSE
110.943,111.8066633,2.14556762,5/10/2013,1.0551,0.9478,0.8045,1.243,0.6797,1.4712,1.0422,0.9595,FALSE
113.5330067,114.4753333,3.705993903,5/13/2013,1.0555,0.9474,0.8045,1.243,0.683,1.4642,1.0442,0.9577,FALSE
108.64,115.6932267,1.301152002,5/15/2013,1.0512,0.9513,0.8037,1.2443,0.6797,1.4713,1.0333,0.9678,TRUE
109.39,108.59966,1.719473339,5/16/2013,1.0566,0.9464,0.8061,1.2406,0.6795,1.4717,1.0397,0.9619,TRUE
113.52,109.3933333,2.312009672,5/17/2013,1.0551,0.9478,0.8016,1.2475,0.6772,1.4766,1.0275,0.9733,FALSE
117.0133333,118.4633333,3.336418671,5/20/2013,1.096335838,0.913507514,0.82072948,1.218603854,0.681853757,1.467274566,1.078,0.928243353,TRUE
117.5016667,117.49,2.305289734,5/21/2013,1.062,0.9416,0.8004,1.2493,0.6811,1.4682,1.0334,0.9677,TRUE
119.08667,117.83333,3.04227861,5/22/2013,1.0529,0.9498,0.7921,1.2625,0.6776,1.4757,1.019,0.9814,TRUE
119.8703333,118.93667,2.964183369,5/23/2013,1.0655,0.9385,0.7987,1.252,0.6835,1.4631,1.0335,0.9676,TRUE
123.6103333,119.6503367,2.930594446,5/24/2013,1.0728,0.9321,0.8044,1.2432,0.6871,1.4554,1.0392,0.9622,TRUE
131.1933333,129.6353333,4.786764739,5/27/2013,1.0711,0.9336,0.8016,1.2475,0.687,1.4557,1.037,0.9643,FALSE
128.0132233,131.11,2.407513969,5/28/2013,1.0654,0.9386,0.7982,1.2528,0.6821,1.466,1.0273,0.9734,FALSE
126.7066533,127.4066467,2.812320819,5/29/2013,1.0786,0.9271,0.8036,1.2444,0.6879,1.4536,1.0401,0.9614,TRUE
130.0866667,126.72967,2.797778542,5/30/2013,1.0785,0.9272,0.8022,1.2466,0.688,1.4534,1.0462,0.9559,FALSE
127.36967,130.083,2.76667384,5/31/2013,1.0787,0.927,0.8034,1.2447,0.6872,1.4553,1.0433,0.9585,FALSE
122.1,128.5127,4.218281354,6/3/2013,1.0899,0.9175,0.8087,1.2366,0.69,1.4492,1.0591,0.9442,FALSE
121.2090533,122.28187,1.75014756,6/4/2013,1.0908,0.9168,0.8063,1.2403,0.6888,1.4518,1.0541,0.9487,FALSE
120.2133233,121.3157267,3.740605521,6/5/2013,1.0979,0.9108,0.8109,1.2333,0.6895,1.4502,1.0613,0.9423,FALSE
118.6766333,121.0866667,2.119738075,6/7/2013,1.0927,0.9152,0.8082,1.2373,0.6878,1.4538,1.0702,0.9344,FALSE
99.53581,108.3020367,1.827991235,6/10/2013,1.0886,0.9186,0.8075,1.2384,0.687,1.4556,1.0686,0.9358,TRUE
105.2300033,99.72333333,2.886181654,6/11/2013,1.0989,0.91,0.8122,1.2312,0.6919,1.4454,1.0784,0.9273,TRUE
108.12,105.1400067,2.752573538,6/12/2013,1.1111,0.9,0.8155,1.2262,0.6939,1.4412,1.0891,0.9182,FALSE
107.7419733,108.2566667,3.601541808,6/13/2013,1.1011,0.9082,0.8132,1.2297,0.6897,1.4498,1.0827,0.9236,FALSE
103.983,107.7972267,2.142043511,6/14/2013,1.1033,0.9064,0.8133,1.2295,0.6912,1.4468,1.0841,0.9224,FALSE
99.82333333,99.90666667,3.221792603,6/17/2013,1.0994,0.9096,0.8099,1.2348,0.6878,1.4539,1.0804,0.9256,TRUE
101.1033333,99.657,2.718218267,6/18/2013,1.1111,0.9,0.8118,1.2318,0.6966,1.4355,1.0884,0.9188,TRUE
105.5833267,101.58,0,6/19/2013,1.1082,0.9024,0.8116,1.2321,0.6949,1.4391,1.0879,0.9192,TRUE
106.2386667,105.38,2.496437634,6/20/2013,1.1172,0.8951,0.814,1.2285,0.6953,1.4381,1.0756,0.9297,TRUE
